id,status_group
637,functional
71156,functional
42872,non functional
15365,non functional
21938,functional
39813,non functional
5145,non functional
48028,non functional
23294,functional
28366,functional
46631,non functional
61034,functional
29147,functional
47087,functional
60859,functional
23800,functional
55992,functional
14387,functional
29143,non functional
56802,functional needs repair
65166,non functional
44601,functional
45518,functional
72205,non functional
3930,non functional
44934,functional
20898,non functional
2193,non functional
39200,functional
61513,functional
3435,functional
28385,functional
17969,functional
70124,functional
24901,non functional
68053,non functional
24099,functional
5971,non functional
31084,functional
19932,functional
67937,non functional
2486,functional
27345,functional
67812,functional
22935,functional
31484,functional
12873,functional
68043,functional
13704,functional
54429,functional
31643,non functional
45928,functional
71193,functional
8202,functional
11030,functional
22677,non functional
4713,functional needs repair
23475,non functional
46378,functional
4665,functional
25007,functional
50019,functional
24394,functional
47935,non functional
71784,non functional
69742,functional
72274,functional
31065,functional
52195,functional needs repair
45446,non functional
66350,functional
36501,non functional
50173,functional
69928,non functional
21855,functional
42368,non functional
44339,non functional
71813,non functional
43992,functional
36033,functional
55077,functional
21709,functional
57455,functional
55081,non functional
52928,non functional
12769,functional
38799,non functional
62038,non functional
53492,functional
35734,non functional
19239,functional
34187,non functional
9709,non functional
34427,non functional
65208,functional
26508,non functional
46384,functional
20559,functional
53886,functional
1925,non functional
31728,non functional
41105,functional
38212,functional needs repair
14447,non functional
68827,functional
47242,functional needs repair
2530,functional
45111,functional needs repair
40450,non functional
37551,functional
19039,functional
23538,non functional
57031,non functional
8296,non functional
70901,non functional
36850,functional
4420,functional
16674,functional
53157,functional
13724,functional
62923,functional
50859,functional
51798,functional
70972,functional needs repair
66208,functional
16299,non functional
47073,functional
17227,non functional
38856,functional
8459,functional needs repair
6394,non functional
33571,functional
61303,functional
38303,functional
18877,functional
46299,non functional
47361,non functional
38366,functional
16806,functional
50269,functional
34862,non functional
51551,functional needs repair
24484,non functional
32460,non functional
34797,functional
33570,functional
50237,functional needs repair
10169,functional
22482,functional
35653,non functional
61379,functional
6731,non functional
56432,functional
21016,functional
10670,functional
13490,non functional
41060,functional
25012,functional
40826,non functional
35527,functional
42107,functional
58535,non functional
49543,functional
55537,functional
30960,functional
27648,non functional
60857,non functional
16184,functional
52042,functional needs repair
30034,non functional
5879,functional
5923,non functional
41839,non functional
45249,functional
30619,non functional
30244,functional
38603,functional
49642,functional
46901,functional
50628,functional
48014,functional needs repair
48444,non functional
8436,non functional
35974,non functional
60296,functional
57793,functional
8804,functional
45998,functional
27987,non functional
19381,functional
49002,functional
47083,functional
17065,non functional
27710,functional
17009,functional
41255,non functional
21493,non functional
43907,functional
21983,functional
9206,functional
22156,functional
64850,non functional
21091,functional
2462,non functional
28950,functional
51776,functional
60323,functional
53574,functional needs repair
47569,non functional
20390,non functional
7628,non functional
54306,functional
6416,non functional
43835,functional
56019,non functional
53371,functional
20517,functional needs repair
37126,functional needs repair
18295,functional
4038,functional
59375,non functional
13596,non functional
27719,non functional
22520,functional
19329,non functional
11872,functional
64497,functional
30989,functional
5496,non functional
35655,functional
73758,functional
48457,functional
45422,functional
37980,functional
63346,functional needs repair
41160,functional
35353,non functional
71361,functional
4382,non functional
69918,functional
42710,functional
35114,non functional
10934,functional
10466,functional
29104,functional
42704,functional
27775,functional needs repair
42731,non functional
45015,non functional
36751,functional
42096,non functional
63361,functional
60702,functional
42291,non functional
67466,functional needs repair
36799,functional
23193,functional
25181,functional
4304,non functional
13426,non functional
30981,non functional
49410,non functional
41574,non functional
6535,functional
13141,non functional
15686,non functional
22722,non functional
30513,non functional
28095,functional
49756,functional
16813,non functional
53341,non functional
23731,functional needs repair
22000,functional
5213,non functional
26550,non functional
36467,functional
40996,functional
60061,functional
7746,functional needs repair
69895,functional
16719,non functional
19279,non functional
5689,non functional
70609,functional
9343,functional needs repair
23842,non functional
58645,non functional
34869,functional
23555,non functional
2548,functional
8084,functional
29186,functional
68628,functional
68490,functional needs repair
72734,functional
28578,non functional
71588,non functional
35820,non functional
34499,functional
16092,functional
8644,functional
72566,functional
4249,non functional
58737,functional
51971,functional
12442,non functional
52925,functional
11327,non functional
14509,functional
57236,non functional
10270,functional
31710,functional
3413,functional needs repair
23130,functional
51023,functional
5740,non functional
59424,functional
72635,non functional
1416,functional
2179,functional
5473,non functional
71532,non functional
23537,functional
54120,non functional
24352,non functional
32961,functional needs repair
12548,functional needs repair
60423,non functional
11290,non functional
21729,functional
56318,non functional
60045,non functional
50310,functional
32197,non functional
56738,functional
34769,functional
14080,functional
24686,functional
35254,functional
41605,non functional
21727,non functional
23460,functional needs repair
50794,non functional
36428,non functional
40661,functional
30817,non functional
13117,non functional
64610,functional
47360,functional
30455,functional
67066,functional
3046,functional
32782,functional
16312,non functional
29865,non functional
53006,functional
69360,functional
56147,functional
33793,functional
30838,non functional
47055,non functional
50937,functional
51336,non functional
71059,non functional
51973,functional
45953,non functional
10289,non functional
29948,functional
37711,functional
41275,non functional
46071,functional
33247,functional
4025,functional
3592,functional needs repair
49840,functional
18659,non functional
61914,functional
2693,functional
55550,functional
3680,functional
38465,functional
51478,functional
73268,functional needs repair
10570,functional
28933,functional
71175,functional
39666,functional
38553,functional
70140,non functional
23136,functional
7376,functional
39282,functional
61350,functional
58983,non functional
14614,non functional
3677,functional needs repair
13442,functional
18935,non functional
68107,functional
53248,non functional
20331,functional
36330,functional
31517,non functional
37423,non functional
68435,non functional
42518,non functional
14172,functional
19550,functional
23486,functional
15879,functional
55909,non functional
54690,functional
62466,functional
13353,functional
36766,functional
4759,non functional
9171,non functional
50304,non functional
62840,functional needs repair
17528,functional
48899,non functional
30351,functional
38680,functional
39549,non functional
42062,functional
43065,functional
19734,functional
69536,non functional
55390,functional
43016,non functional
43564,functional
60971,functional needs repair
26010,functional needs repair
967,functional needs repair
16724,non functional
24247,functional
71003,functional
39437,functional
36137,functional
59078,functional
55559,functional
28540,functional
61295,functional
15379,non functional
47501,non functional
55915,functional needs repair
52197,functional
13726,non functional
12314,functional
59144,non functional
4159,non functional
25906,functional
23866,functional
4881,non functional
67302,functional
17544,functional
32910,functional needs repair
60597,functional
42024,non functional
71095,functional
61279,non functional
58676,functional
17397,functional
10984,functional
3052,functional
10983,functional
63474,functional
46105,non functional
74215,functional
3259,functional
10217,non functional
30372,functional
61546,functional needs repair
28283,functional
29400,non functional
53606,non functional
31964,functional
73273,functional
66679,functional
34987,functional
71180,non functional
19696,functional
68168,non functional
7240,functional
21095,non functional
23071,non functional
47900,functional
46195,functional
29619,functional
30277,functional
46892,functional
73699,functional
27782,functional
58871,functional
21609,non functional
23442,functional
32314,functional
48922,functional needs repair
24257,non functional
40862,non functional
8131,functional
58712,non functional
17533,non functional
21546,functional
2403,functional needs repair
22185,non functional
21163,functional needs repair
71330,functional
4357,non functional
21310,functional
61057,functional
67203,functional
17195,functional needs repair
47550,non functional
13299,functional
54935,non functional
9178,functional
69051,functional
21187,functional
66824,functional
45772,functional needs repair
18786,functional
68373,functional
52173,non functional
15822,functional
11736,functional
16898,functional
49949,functional
29594,functional needs repair
26741,functional
12025,functional
73081,non functional
2632,functional
35222,functional
55122,functional
59825,non functional
58873,non functional
23822,functional
18242,functional needs repair
24436,non functional
36853,functional
47907,functional
9568,functional
28582,functional
64925,non functional
13467,functional needs repair
67539,non functional
2369,functional
68573,non functional
52229,non functional
28871,non functional
17432,non functional
53383,functional
32885,non functional
39671,non functional
5825,functional
36155,functional
54971,functional
34382,functional
53601,non functional
45074,functional
62086,functional
37575,functional needs repair
47558,non functional
66130,functional
23242,functional
58517,non functional
32227,functional
32152,non functional
35996,functional
21677,non functional
490,functional
64577,functional
42580,functional
60543,functional
2762,functional
44721,non functional
25242,functional needs repair
7840,functional
65627,non functional
3082,functional
20624,functional
613,functional
31721,functional
60300,non functional
23764,non functional
44401,functional
45164,functional
2739,non functional
23303,functional
66203,functional
8441,non functional
66333,non functional
51484,functional
15303,non functional
55797,functional
15954,non functional
727,functional
45000,functional needs repair
48687,functional
39862,functional
28299,functional
25320,non functional
33558,functional
43969,functional
60619,functional
35773,functional
45898,functional
56111,non functional
10381,functional
64852,non functional
10573,functional
39826,functional
52926,non functional
61713,non functional
71118,functional
49476,functional
59340,functional
52568,functional
63140,functional
71390,functional needs repair
54521,non functional
6101,non functional
38380,functional
26148,functional
2662,functional
42390,functional needs repair
25910,functional needs repair
61202,functional
32591,functional
56187,functional needs repair
35622,non functional
51488,non functional
70747,functional
79,functional
59120,functional needs repair
47136,functional
40120,functional
30534,functional
11476,non functional
12764,functional
67471,functional needs repair
21555,functional
38824,functional
41243,functional
1079,functional
5818,functional needs repair
72312,functional
8726,functional
19134,non functional
19223,non functional
49080,non functional
2893,functional
12934,non functional
63705,non functional
49872,non functional
69767,functional needs repair
28155,non functional
6106,functional
43519,non functional
63427,non functional
58019,functional
32072,non functional
72216,functional
67451,functional
47190,functional
3913,functional
9815,non functional
61063,non functional
40474,functional needs repair
6727,non functional
41152,non functional
11857,functional needs repair
18960,non functional
65677,functional
62417,functional
43032,functional
39640,non functional
5880,functional
12805,functional
67576,functional
46830,functional
64403,functional
22367,non functional
12877,functional
34621,functional
44966,functional
70010,functional
25050,functional
43845,functional
1815,non functional
56028,functional
72294,non functional
28475,functional
34329,functional
23845,functional
56803,non functional
19166,non functional
55506,functional
46633,non functional
41988,functional needs repair
28277,functional needs repair
33139,non functional
11419,functional
34792,functional
23123,functional
34384,functional
17702,non functional
29142,functional
60858,non functional
61260,functional
36714,functional
59053,functional
65069,non functional
58756,non functional
46223,non functional
19504,non functional
29166,non functional
13126,non functional
29192,non functional
60794,functional
53390,non functional
66082,functional
36243,functional needs repair
17667,functional needs repair
19126,functional
56161,functional
14475,functional
48435,non functional
65263,non functional
57188,functional
27012,non functional
18949,non functional
61549,non functional
73884,functional
33440,non functional
22297,non functional
28488,functional
7069,non functional
58481,functional
32349,functional
66809,non functional
71223,functional
64728,functional needs repair
66833,non functional
32963,functional
51597,non functional
25124,non functional
6878,functional
67995,non functional
4863,non functional
10171,non functional
8236,functional
32912,non functional
63569,functional
48680,functional
45635,functional needs repair
13156,non functional
11601,non functional
50444,functional
68645,functional
16198,functional
71921,non functional
43414,functional
50391,functional
45896,non functional
3432,non functional
70613,non functional
64812,functional
17402,functional
54050,functional
15358,functional
13211,non functional
257,non functional
28651,functional
43473,functional
33805,functional
25859,non functional
7095,functional
62862,functional
5478,non functional
57315,non functional
45447,non functional
47539,non functional
32386,functional
39728,functional
68785,functional
63514,non functional
26758,functional
12515,functional needs repair
26290,functional
54057,functional
10741,functional
29783,non functional
48977,functional
23045,functional
13787,non functional
37623,non functional
57270,functional
20424,non functional
40867,non functional
4947,functional
44741,functional
54244,functional
54903,non functional
57521,functional
41969,functional
58479,non functional
57619,non functional
36834,functional
9493,non functional
62386,functional
374,functional
16941,functional
44781,functional
71220,functional needs repair
25468,non functional
15093,functional
5671,functional
70983,non functional
16254,functional needs repair
34354,functional
20939,functional
51257,non functional
51285,functional
593,functional
57221,functional
29589,functional
30447,functional
61457,functional needs repair
48190,non functional
11418,non functional
56081,functional
760,non functional
61142,non functional
40097,functional
36925,functional
54179,non functional
52489,functional
39139,functional
54353,functional
6109,non functional
6454,non functional
2952,functional
51241,non functional
22462,functional
58560,non functional
23117,functional needs repair
47497,functional
3229,functional
35636,functional
8453,non functional
9808,functional
21995,non functional
64406,non functional
34498,non functional
42790,non functional
11874,non functional
29700,functional
17502,non functional
6649,functional
71594,functional
10317,functional
64097,non functional
22702,functional needs repair
26586,non functional
73141,functional
5485,functional
64527,non functional
8761,functional
23364,functional
46441,non functional
55811,non functional
55309,functional
9549,functional
27190,non functional
71925,functional
54424,functional
58549,functional
26697,non functional
39514,non functional
71408,functional
67145,functional
41285,functional needs repair
52289,functional
7995,functional
32741,functional
69250,functional
22951,non functional
40547,non functional
7540,non functional
27705,functional
28394,functional
65120,functional
73705,non functional
71023,functional
29487,non functional
20999,non functional
59119,functional
13125,non functional
36237,non functional
37571,non functional
12865,functional
4946,non functional
35495,functional
5023,functional
50252,non functional
43990,functional
2652,functional
1033,functional
15499,non functional
28206,functional
19154,functional
59796,functional
8139,functional
68106,non functional
13709,functional
47246,functional needs repair
62100,functional
15736,functional
68686,functional
68903,functional
21800,functional
63870,functional
57408,functional
20041,non functional
554,functional
9405,functional
29553,functional
49090,functional needs repair
39217,functional needs repair
15544,functional needs repair
71577,non functional
61035,functional
41402,non functional
59987,functional
8042,non functional
11668,functional
35238,functional
59229,functional
1406,functional needs repair
72054,functional
2819,functional needs repair
5319,functional
55009,non functional
72285,functional
649,non functional
13836,functional
57231,functional
3123,non functional
15932,functional needs repair
58062,functional needs repair
67784,non functional
23506,non functional
18823,functional
48522,functional needs repair
63149,non functional
13468,functional
32114,functional needs repair
8898,functional
60292,functional
19278,functional
3025,functional
14056,functional
51001,functional needs repair
60807,functional
58258,functional
14455,non functional
64744,functional
10623,non functional
35981,non functional
5663,non functional
34151,non functional
5149,functional
64585,non functional
28202,functional needs repair
28032,functional
67511,non functional
21941,functional
13692,functional
74073,functional
29745,non functional
73983,functional
59819,functional
21684,functional
46844,non functional
43525,functional
10555,non functional
23888,functional
31130,non functional
71257,functional
67209,functional
46755,non functional
13065,functional needs repair
37138,non functional
29360,non functional
60615,non functional
7164,functional
10770,non functional
39014,functional
17895,functional
40265,functional
42160,functional
5894,functional
58536,functional
28080,non functional
63518,non functional
59402,functional
44773,non functional
31976,functional
44135,non functional
71755,functional
46643,non functional
65375,functional
30524,non functional
26452,non functional
49604,functional
49743,functional
65236,functional
8072,functional
63116,non functional
16259,functional needs repair
70164,non functional
978,functional
996,functional
27658,functional
18616,non functional
39910,functional needs repair
23348,functional
15939,functional
21592,non functional
31750,non functional
45607,functional
72501,functional
33895,non functional
72310,functional
9648,non functional
21581,non functional
10769,functional
12681,functional
32006,functional
38904,non functional
42262,functional
1336,functional
74196,non functional
11988,functional
17823,non functional
12596,functional
49738,functional
2991,functional
12167,non functional
61724,functional
30967,functional
16481,functional
61997,functional
46340,functional
53776,non functional
51250,non functional
72595,non functional
31851,non functional
53948,non functional
31021,functional
40479,non functional
15749,functional
5827,non functional
509,non functional
27653,non functional
63333,functional
42555,non functional
42422,non functional
56758,functional
65264,functional
67339,non functional
26098,non functional
30010,functional
35521,functional
29083,functional
69575,functional
63685,functional
47305,functional
21297,functional
30774,functional
18622,non functional
56316,non functional
64331,non functional
34108,functional
48376,non functional
699,functional
28038,functional
12268,functional
46417,functional
22119,functional needs repair
45272,non functional
51913,non functional
43943,functional
42147,non functional
58822,non functional
29961,functional needs repair
15101,non functional
60762,non functional
47291,non functional
60026,functional
50196,functional
68538,functional
19582,non functional
16221,non functional
3525,non functional
10691,non functional
40800,functional
46683,non functional
17146,non functional
65382,functional
29187,functional
36002,non functional
16745,functional
30446,functional
40154,functional
38317,functional
67391,functional
68948,functional
40959,functional
4628,non functional
11306,functional
56067,non functional
69945,functional
37421,functional
7862,non functional
73346,non functional
16163,functional
9880,non functional
57212,functional
31544,non functional
5972,functional
3461,functional
41091,functional
53447,functional
28444,functional
42275,functional
23549,functional
37846,functional
37789,functional
62608,non functional
67796,non functional
68279,non functional
46688,functional
31049,non functional
13896,functional needs repair
50884,non functional
72856,non functional
57939,non functional
61492,non functional
12576,functional
21284,non functional
63830,functional
54668,functional
34486,functional
22738,functional
28305,non functional
54145,functional
5324,non functional
32212,non functional
55243,functional
18436,functional
36297,non functional
24412,functional
66963,functional
21943,functional
16595,functional
52481,non functional
48473,functional
54438,functional needs repair
48879,functional
38247,non functional
32111,non functional
18795,non functional
62069,functional
28805,functional
45765,non functional
6629,functional
52409,functional
21569,functional
70701,non functional
30486,non functional
49391,non functional
2176,functional
72096,non functional
61917,functional needs repair
34572,functional
56650,non functional
12698,functional
23215,functional
56954,non functional
25836,non functional
42298,functional
36544,functional
6672,non functional
36585,functional
14593,non functional
18692,non functional
48953,functional
18459,functional
19574,functional needs repair
57422,non functional
49845,functional
19505,non functional
3935,functional
17161,functional needs repair
28010,functional needs repair
36529,non functional
23148,functional
43820,non functional
36623,functional
25689,non functional
23258,non functional
17026,non functional
56319,non functional
62515,functional
30345,functional
31374,non functional
46832,functional
40413,functional
21044,functional
23158,functional
4266,non functional
10005,functional
34175,functional
13894,non functional
63823,functional
30697,functional
36045,non functional
48935,functional
43577,functional needs repair
264,non functional
34292,functional needs repair
73045,functional
37573,functional
29638,non functional
41604,functional
21588,non functional
59208,functional
63587,non functional
68814,functional
39246,non functional
50479,functional
64736,functional
40707,non functional
50091,functional
47998,non functional
66419,functional
74060,functional
50731,non functional
61556,non functional
21744,functional
14284,functional
7831,non functional
2627,functional
49419,non functional
8427,functional
39789,functional
8810,functional needs repair
48651,functional
10079,non functional
47679,functional
53320,functional
64195,non functional
69860,non functional
47292,functional
22529,functional
61838,functional
12092,functional
50603,functional
34265,functional
73793,functional
3732,non functional
27227,functional
25303,functional
39260,non functional
55962,non functional
58001,functional needs repair
65593,functional
45778,non functional
19245,functional needs repair
26905,functional
50809,functional
38656,non functional
21843,functional
6121,non functional
61345,functional
18044,functional
14833,functional
15367,non functional
46173,functional
10995,functional
49077,functional
40340,non functional
46092,functional
9538,non functional
15428,functional
29479,non functional
61120,functional
58672,non functional
58248,functional
34907,functional
16258,functional needs repair
7294,functional
58364,non functional
66341,non functional
55488,functional
15283,functional
56477,non functional
3668,functional needs repair
60226,functional
67555,functional
66394,non functional
65620,functional
56374,functional
9483,non functional
39986,non functional
3556,functional
33370,non functional
70623,functional
57470,functional
47012,non functional
19498,functional
21348,functional needs repair
70083,functional
19029,functional
26323,functional
49149,non functional
21030,functional
9897,functional
38005,functional
40395,functional
4620,functional
62815,non functional
35572,functional needs repair
37948,functional
54440,functional
23508,non functional
15213,non functional
22542,functional
61361,non functional
5850,functional
6545,functional
63051,functional
69877,functional
65340,non functional
8192,functional
6245,functional
42369,non functional
31867,functional needs repair
71379,functional
19357,functional needs repair
54027,functional
20382,non functional
29598,functional
59658,functional
52247,functional
66415,functional
18168,non functional
8477,non functional
16452,functional
68781,non functional
35234,non functional
26581,functional
22686,non functional
42806,functional
4975,functional needs repair
64354,functional
25602,non functional
43130,non functional
59884,non functional
48755,non functional
64006,non functional
33790,functional
29163,functional
39784,functional
45853,functional needs repair
34710,non functional
54853,functional
56562,non functional
33836,functional
9352,non functional
20325,non functional
53115,non functional
72850,functional
37185,non functional
52527,functional
53699,functional
52346,functional
487,functional
50249,non functional
28930,non functional
34400,non functional
26036,non functional
2149,non functional
35459,functional
73768,non functional
5257,functional
3100,functional
14715,functional
69452,functional
20246,non functional
17259,functional
3931,functional
33765,functional
70079,non functional
68713,functional
31368,functional
64565,functional needs repair
10356,non functional
39038,functional
50167,functional
17613,functional
21875,functional
3620,functional
7145,functional
36978,functional
72765,functional
40178,functional
70611,functional
65875,non functional
3627,non functional
52767,functional needs repair
5920,functional
11127,functional needs repair
1742,functional
42759,non functional
59898,functional needs repair
10520,functional
71445,non functional
2727,non functional
58339,functional
21240,non functional
33265,functional
61729,functional
65891,non functional
52487,non functional
5259,non functional
49489,functional
29161,non functional
18702,functional
54647,non functional
61158,non functional
7100,functional
5239,functional
8416,functional
56617,functional needs repair
22720,functional
545,functional
63434,functional
13358,functional
32257,non functional
69867,functional
49907,functional
24447,non functional
10727,functional
57988,functional
43371,non functional
50709,functional
55344,functional needs repair
23337,functional
25151,functional
63562,non functional
24184,functional
73946,functional
3016,non functional
27059,functional
54503,functional
29812,non functional
14476,functional
22359,functional
46331,functional
16491,non functional
25534,functional
39062,functional
44147,functional
13912,non functional
37902,functional
21627,functional
18505,functional
61660,functional
46752,functional needs repair
11879,functional
3836,functional
53652,functional
69480,functional
50824,functional needs repair
66081,non functional
12029,functional
51842,functional
3488,functional
5254,non functional
69800,functional needs repair
57680,non functional
5785,non functional
54525,functional
54965,functional
6651,functional
36645,functional
28309,functional
2051,functional
19065,functional
4522,non functional
4480,functional
7990,functional
46800,non functional
51327,functional
62003,non functional
20237,non functional
27506,functional
50346,functional
64481,non functional
67062,functional needs repair
39575,functional
71412,non functional
43645,non functional
8188,functional
70505,functional
47375,functional
35708,functional needs repair
74052,functional
56807,functional
66409,functional
28146,non functional
22505,functional needs repair
25168,functional
21005,non functional
10294,functional
50519,functional
12678,non functional
37236,functional
8873,functional
486,non functional
29820,non functional
24208,non functional
45585,functional
58242,non functional
61410,functional
64871,functional
25044,functional
21947,non functional
48933,non functional
19774,non functional
15514,functional
23341,non functional
69129,functional
67369,functional
46878,functional
1088,functional
34005,functional
15404,functional needs repair
15375,non functional
3591,functional
5828,functional
4026,non functional
30001,functional
48263,non functional
44789,functional
66335,non functional
43544,non functional
3860,non functional
6911,non functional
44088,non functional
26041,functional
32437,non functional
59932,functional
69699,non functional
22323,non functional
41936,functional
11656,functional
67698,functional
21014,functional
43905,functional
34697,non functional
18842,functional needs repair
26356,functional
17179,functional
60700,functional
59366,functional
48783,functional needs repair
40794,non functional
41561,functional
27408,functional
42975,functional
53050,non functional
19815,functional needs repair
44555,functional
73851,functional
59486,functional
43213,functional
26259,non functional
73723,non functional
17807,non functional
51631,functional
73727,functional
48527,non functional
51352,functional
11718,functional
49365,functional needs repair
34713,non functional
72567,functional
41931,functional
66989,non functional
22254,non functional
20827,functional
46278,functional needs repair
48546,non functional
46349,functional
9631,functional
66381,non functional
49671,non functional
7360,non functional
64068,functional
24811,non functional
60426,non functional
4821,functional
15982,functional
68171,non functional
67718,functional
24573,non functional
73623,non functional
2018,functional
70740,functional needs repair
63892,functional
24786,functional
61263,non functional
34533,non functional
65079,non functional
15025,non functional
50068,non functional
61814,non functional
2973,functional
69273,non functional
4629,functional
45544,non functional
32149,non functional
16760,non functional
40843,non functional
2257,non functional
53825,functional
65141,non functional
23939,functional needs repair
55429,functional
14362,functional
18611,functional
4793,functional
37092,functional
47210,functional
33678,non functional
62435,non functional
51752,functional
26052,functional
21998,non functional
71503,non functional
32137,non functional
34840,non functional
33075,functional
40980,functional
24459,functional
61955,functional
27056,non functional
54829,functional
25077,functional
38795,functional
45691,non functional
4800,non functional
49657,non functional
36764,functional
8354,non functional
68877,non functional
44447,functional
16168,non functional
69219,non functional
47254,non functional
44315,functional
3673,functional
23769,functional
17595,functional
47290,functional
49592,non functional
42760,functional needs repair
30767,functional
15840,functional needs repair
31844,non functional
56589,non functional
20289,functional
11842,non functional
64560,non functional
39381,non functional
8648,functional needs repair
7046,functional
52869,functional
56818,functional
8924,non functional
17515,functional
9572,functional
6679,functional
52654,functional
51503,non functional
48306,functional needs repair
34278,functional
22783,non functional
34651,non functional
60280,non functional
23667,functional
57111,functional
73455,functional needs repair
16414,functional
3821,non functional
42179,functional needs repair
28262,functional
4182,functional
370,functional
5960,functional
38104,functional needs repair
7430,non functional
62771,non functional
1898,non functional
32147,non functional
1534,non functional
60854,functional
28336,functional
54480,non functional
27047,functional needs repair
8727,functional
27518,functional
7273,functional
4255,functional
64418,functional
59744,non functional
73322,functional
9860,functional
7070,functional
30764,functional
41051,non functional
5668,non functional
45165,functional
67933,functional needs repair
19253,non functional
73497,functional
51933,functional
10447,functional
4978,non functional
63951,functional
20224,non functional
37984,functional
36487,functional
41446,functional
60049,functional
39265,non functional
48729,functional
16275,functional
10443,functional
46955,non functional
1656,non functional
34215,non functional
41319,non functional
1647,non functional
48054,non functional
8825,non functional
12609,functional
44185,functional
70990,functional
49625,non functional
52595,functional
68417,functional
69590,functional needs repair
32531,functional needs repair
56637,functional
37445,functional
2010,functional
71553,functional
60121,non functional
42486,functional needs repair
18871,non functional
23986,non functional
50523,functional
67359,non functional
27694,functional
6904,functional
21809,non functional
8275,non functional
12059,functional
23065,functional
24903,functional
22534,non functional
27310,functional
28302,functional
20835,non functional
32871,non functional
40082,non functional
35499,functional needs repair
21688,non functional
13987,non functional
2616,non functional
73486,non functional
58876,non functional
47945,functional
66688,functional
48693,functional
5303,non functional
73307,non functional
42187,non functional
34688,functional
10146,non functional
45689,non functional
42830,functional needs repair
10212,functional
29473,functional
22539,functional needs repair
64677,functional
45671,functional needs repair
66583,non functional
21049,functional needs repair
45046,functional
19894,functional
21589,functional
73780,functional
49286,functional
36369,functional
48951,functional
2207,functional
54505,functional
52613,non functional
60705,non functional
102,non functional
66895,functional
11542,functional
3381,functional
71054,functional
21003,non functional
35794,functional
34897,non functional
26566,non functional
64002,non functional
27238,functional
26219,functional
44753,non functional
20806,functional
48209,non functional
53151,non functional
36684,functional
44372,functional
17995,functional needs repair
66009,non functional
12065,functional
9927,functional
52277,functional needs repair
61004,non functional
52423,non functional
19847,functional
61305,functional
31060,functional
818,functional
72062,non functional
68083,functional
32919,non functional
46288,functional
46117,functional
61867,functional
30512,functional needs repair
33759,non functional
48870,functional
52492,functional needs repair
55841,functional needs repair
16527,non functional
10567,functional
52415,non functional
16478,functional
73359,functional needs repair
38678,functional
41330,non functional
20755,functional
71338,non functional
45198,functional
61321,non functional
62111,non functional
4841,non functional
55329,non functional
36692,non functional
52116,functional
36339,non functional
31665,non functional
63224,non functional
5976,non functional
43106,non functional
67847,non functional
13301,functional
30786,functional
16292,non functional
60492,functional
16422,functional needs repair
19051,functional
34829,functional
27931,functional
2913,non functional
36638,functional
8219,functional
69365,non functional
3809,functional
72717,functional
69828,functional
10305,functional
15426,functional
42729,non functional
58518,functional
29213,functional needs repair
314,functional
41652,non functional
19546,non functional
13920,functional
14536,functional
24273,functional needs repair
9259,non functional
54724,functional
25842,functional
1424,functional needs repair
19436,non functional
39598,non functional
28845,non functional
70616,functional
65498,functional
67939,functional
63009,functional
17419,non functional
28527,functional
39694,functional
69646,functional
21352,functional
63138,functional
45071,functional
37410,non functional
61578,functional
11500,functional
11607,functional needs repair
58438,functional
49717,functional
10869,functional
53546,non functional
40343,functional
41486,functional
45058,functional needs repair
70285,non functional
38093,functional
25086,non functional
16495,functional
12543,functional
63064,functional
48148,non functional
38570,functional
71043,non functional
24992,non functional
11541,non functional
46013,functional
398,functional
25701,functional
19636,functional
49252,non functional
14758,non functional
946,functional
44669,functional
70589,non functional
62290,functional
37762,functional
64793,non functional
11310,functional
44700,non functional
10089,functional
69808,non functional
22354,functional
27819,functional
5582,functional
11587,functional
34090,functional
45880,functional
30064,functional
28935,non functional
12880,non functional
10304,functional
20984,non functional
52528,non functional
69642,non functional
11229,functional
59448,functional
66092,functional needs repair
22509,functional needs repair
22894,non functional
44359,non functional
54887,functional
50863,functional
24263,non functional
4356,functional
16662,functional
13474,non functional
3526,non functional
66712,non functional
7387,functional needs repair
71938,non functional
39958,functional
40798,non functional
36748,non functional
37673,non functional
62702,functional
15394,functional
19490,non functional
35429,functional
66146,functional needs repair
63487,functional
4244,functional
266,functional
25719,functional
950,functional
31456,functional
6004,functional
16131,non functional
38443,non functional
31178,functional needs repair
10999,functional
15442,non functional
14085,functional
28537,non functional
55511,non functional
44760,non functional
50294,non functional
56171,functional
36683,functional
32833,functional
64117,functional
31311,functional
40957,functional
35782,functional
69801,non functional
48404,functional
32225,functional
28472,non functional
68571,functional
40559,functional
16817,functional
28798,functional
54019,functional
14855,functional
66926,functional
7492,functional
39683,non functional
39847,non functional
3995,non functional
42342,non functional
64482,functional
37068,functional
55876,non functional
61856,functional
3994,functional
53695,non functional
73971,non functional
9558,functional
54334,non functional
62981,non functional
10742,functional
36221,functional
1317,functional
41838,functional
10010,functional
16926,functional
19570,functional
22543,functional needs repair
13234,functional
12228,functional needs repair
35557,functional
6523,non functional
2679,functional
15520,functional
59085,functional
11827,functional
69702,functional
29491,non functional
18057,functional
13262,functional
41039,non functional
35071,non functional
64926,functional
35263,non functional
6842,non functional
46407,non functional
64379,non functional
2983,functional
14878,non functional
45363,functional
4699,functional needs repair
35859,functional
28923,non functional
55069,non functional
14712,functional
3859,functional
13528,non functional
61469,non functional
