id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,basin,region,lga,ward,population,public_meeting,scheme_management,permit,construction_year,extraction_type_group,extraction_type_class,management_group,payment_type,quality_group,quantity,source,source_class,waterpoint_type
35110,1200.0,46,364,1067.0,233,34.09237583,-8.85418657,6,3,55,1174,0.0,1,7,1,1990.0,1,0,4,0,2,1,8,0,1
69254,200.0,276,899,1479.0,974,29.97583639,-4.47928318,3,5,28,1399,340.0,1,10,1,1988.0,1,0,4,1,2,1,6,1,1
48310,10.0,54,883,327.0,309,37.53386523,-6.43359107,8,11,83,1425,1.0,0,6,1,1982.0,11,1,4,5,4,1,7,0,4
27196,0.0,29,832,233.0,936,38.38405203,-6.32407365,8,14,3,1344,1500.0,1,6,0,1987.0,6,3,4,2,2,1,7,0,6
21162,0.0,121,1491,0.0,1651,33.56755463,-9.23405353,1,10,99,884,0.0,1,6,2,2000.0,1,0,4,2,2,2,8,0,1
33804,0.0,33,1025,1745.0,1093,34.87357657,-9.58922199,1,3,91,444,5.0,0,11,0,2006.0,1,0,3,2,2,1,8,0,1
56404,0.0,37,355,517.0,437,36.97718765,-7.40967919,6,11,36,1201,150.0,1,11,1,1998.0,11,1,3,2,2,1,7,0,4
32932,30.0,19,48,61.0,36,39.17800922,-7.07322003,8,14,69,1259,300.0,1,6,0,2010.0,2,1,4,5,4,1,1,0,4
9553,0.0,78,1170,1565.0,1212,35.16091505,-9.25131814,6,3,91,910,350.0,1,7,1,2010.0,9,4,4,3,2,1,1,0,4
44348,2000.0,111,640,1154.0,309,31.0714527,-6.27795675,2,15,75,552,300.0,1,6,1,2008.0,5,1,4,0,4,2,3,0,4
3319,0.0,306,409,1089.0,495,36.82953144,-3.42421025,5,0,65,650,500.0,1,7,1,2006.0,1,0,4,6,2,1,8,0,1
10182,0.0,24,364,71.0,283,38.72111253,-6.93221644,8,14,39,1495,500.0,1,6,0,1978.0,1,0,4,2,2,1,6,1,1
64353,0.0,190,364,1429.0,446,34.06684342,-1.78991236,4,9,82,53,350.0,2,6,1,2010.0,2,1,4,6,4,1,3,0,4
23417,4000.0,21,137,1956.0,151,35.87710203,-8.22819189,6,3,34,33,100.0,1,6,1,2003.0,1,0,4,0,2,1,6,1,1
30708,250.0,279,364,1227.0,446,30.22197147,-4.56411098,3,5,28,1416,540.0,1,10,1,1975.0,1,0,4,1,2,1,6,1,2
2602,0.0,256,936,1476.0,309,30.73636759,-3.59598686,3,5,30,608,350.0,1,10,1,2011.0,1,0,4,1,2,1,6,1,1
11633,100.0,303,0,73.0,1,39.07707901,-7.00687593,8,1,20,152,150.0,2,3,0,2000.0,10,5,0,5,2,1,7,0,1
52323,0.0,101,640,1157.0,309,31.17414018,-6.37571105,2,15,75,1641,200.0,0,10,1,1989.0,6,3,0,2,2,3,1,0,1
52112,0.0,287,209,1340.0,269,34.96554658,-10.95960244,1,16,61,1492,80.0,2,6,1,1993.0,1,0,4,6,2,2,8,0,1
33601,50.0,306,0,-35.0,1,39.52081696,-7.119983400000001,8,1,118,1755,20.0,1,6,0,2000.0,4,2,4,5,2,1,3,0,1
73137,20.0,239,1491,1597.0,1651,34.91620915,-4.70345871,0,18,108,1172,1.0,2,6,2,1980.0,5,1,4,5,2,2,7,0,4
30667,0.0,43,1170,1371.0,309,34.806559299999996,-9.85412546,1,3,51,885,80.0,1,6,0,2009.0,1,0,4,0,2,1,8,0,1
7957,20.0,247,209,1494.0,309,30.72288516,-3.58305004,3,5,30,608,550.0,1,10,1,2009.0,2,1,0,5,2,1,3,0,4
21478,0.0,54,573,0.0,309,37.77707405,-5.4608606,5,20,33,1341,2000.0,1,6,0,1985.0,11,1,4,2,4,2,7,0,4
37964,2000.0,265,565,1563.0,619,29.83532291,-4.42508325,3,5,28,1397,650.0,1,10,0,1991.0,6,3,4,0,2,1,8,0,5
47727,0.0,35,364,504.0,1129,35.62419289,-9.01280384,6,11,35,1070,70.0,1,11,1,1995.0,11,1,4,2,2,1,7,0,1
12237,30.0,252,364,107.0,332,39.36087988,-10.29570485,7,7,47,1360,123.0,0,6,0,2010.0,1,0,4,5,2,1,6,1,2
54006,0.0,254,1491,1667.0,1651,34.89855181,-4.88845475,0,18,108,1886,300.0,1,6,2,1990.0,5,1,4,2,2,2,7,0,4
32927,0.0,50,1115,1736.0,219,38.32478651,-4.746649400000001,5,20,52,804,1.0,1,6,1,2000.0,1,0,4,2,2,1,8,0,1
8423,5000.0,54,209,1668.0,309,34.52529948,-9.12644307,6,3,91,378,71.0,1,7,1,1993.0,1,0,4,0,2,1,6,1,1
16946,0.0,50,1115,1522.0,219,38.36251544,-4.754680400000001,5,20,52,804,1.0,1,6,1,2000.0,1,0,4,2,2,1,8,0,1
14762,10.0,308,995,1785.0,338,35.841652,-3.23892421,0,0,27,1149,125.0,1,6,1,2009.0,1,0,4,5,2,3,6,1,1
37578,0.0,288,1491,1589.0,1651,34.92635778,-4.51196178,0,18,108,1007,1.0,1,6,2,1970.0,4,2,4,6,5,0,3,0,1
67078,0.0,96,870,0.0,309,31.34914739,-2.63625977,4,4,6,1707,0.0,1,6,1,2000.0,5,1,4,3,2,1,7,0,4
23491,0.0,193,1434,0.0,1554,32.26904664,-4.40363136,3,19,122,548,0.0,1,6,1,2000.0,5,1,4,2,0,1,7,0,4
1058,0.0,132,935,0.0,235,0.0,-2e-08,3,13,15,71,0.0,1,6,1,2000.0,5,1,4,1,2,2,7,0,4
69840,0.0,274,364,1234.0,309,35.88957454,-4.2093102,0,8,2,1033,250.0,1,6,1,1999.0,1,0,4,2,2,2,8,0,1
67341,0.0,52,1433,0.0,443,36.3136682,-6.70388821,8,2,76,2049,0.0,1,6,1,2000.0,6,3,4,2,3,2,8,0,5
70277,0.0,113,1429,0.0,1543,33.88066513,-9.48192014,1,10,46,339,0.0,1,6,1,2000.0,1,0,4,1,2,1,8,0,1
39382,0.0,254,320,209.0,392,39.68275757,-10.893055699999998,7,12,115,1109,1.0,1,9,1,1982.0,10,5,4,2,2,0,3,0,2
25551,500.0,258,1281,1414.0,309,30.70995936,-3.60788173,3,5,30,608,800.0,1,6,0,2012.0,5,1,4,1,2,1,7,0,4
42384,0.0,206,414,0.0,309,0.0,-2e-08,4,13,54,1253,0.0,1,11,1,2000.0,11,1,4,2,4,0,7,0,4
41766,50.0,282,48,217.0,81,39.78174298,-10.60502589,7,12,77,1616,200.0,1,6,1,2011.0,4,2,4,5,2,1,3,0,2
29564,0.0,261,899,1805.0,1002,31.58643889,-7.89142163,2,15,113,1848,600.0,1,6,1,1982.0,1,0,4,2,2,0,6,1,1
56009,0.0,270,1279,1306.0,1328,30.85244857,-3.27209469,3,5,30,1785,350.0,1,6,0,2006.0,2,1,4,6,2,1,3,0,4
73594,0.0,288,1350,1346.0,1515,37.63624151,-3.0725781000000003,5,6,95,764,1.0,1,2,1,2002.0,1,0,2,2,2,3,5,1,1
62731,0.0,196,428,0.0,473,0.0,-2e-08,4,13,54,1637,0.0,2,8,0,2000.0,6,3,4,6,2,1,7,0,6
18722,0.0,50,364,383.0,1129,38.29583095,-4.94649135,5,20,44,1308,300.0,1,6,0,1975.0,1,0,4,2,2,1,8,0,1
32880,0.0,283,1491,1253.0,1651,35.02721664,-5.05376018,0,18,108,1228,1.0,1,6,2,1960.0,6,3,4,6,5,0,7,0,6
68139,200.0,76,1466,0.0,945,36.98389849,-6.14112043,8,11,36,1030,230.0,1,6,1,2006.0,10,5,4,5,4,1,3,0,1
58539,0.0,58,364,1661.0,309,38.29893293,-4.7583025,5,20,52,917,1.0,1,6,1,2007.0,1,0,4,2,2,1,8,0,1
42304,0.0,290,364,1332.0,214,37.68342099,-3.71135795,5,6,84,723,80.0,1,6,0,1972.0,1,0,4,2,2,2,8,0,1
53794,0.0,179,1108,0.0,309,32.59379898,-4.22210043,3,17,25,148,0.0,1,11,1,2000.0,5,1,4,6,3,1,7,0,4
44283,0.0,273,246,728.0,332,37.56652695,-3.46458389,5,6,84,659,634.0,1,3,0,1973.0,10,5,0,2,2,2,8,0,1
19692,0.0,69,364,0.0,309,35.93884626,-6.13913032,8,2,14,1387,0.0,1,6,0,2000.0,4,2,4,5,2,0,3,0,6
28533,0.0,246,1185,1512.0,1225,34.74772201,-4.7697767,0,18,109,1040,1.0,1,8,1,2009.0,2,1,4,2,2,3,3,0,4
26759,0.0,183,1108,0.0,1138,33.21328025,-3.67154208,0,17,103,1471,0.0,1,8,1,2000.0,7,1,4,2,2,2,3,0,4
30223,0.0,234,364,1578.0,309,36.66235257,-3.32680722,5,0,0,1413,150.0,1,6,1,2002.0,1,0,4,2,2,2,8,0,1
23970,0.0,41,364,0.0,442,35.49193266,-6.09938092,0,2,4,634,0.0,1,6,1,2000.0,10,5,4,5,2,1,3,0,1
24846,0.0,248,277,0.0,309,0.0,-2e-08,4,17,5,1836,0.0,1,8,0,2000.0,5,1,4,2,2,2,7,0,4
72461,0.0,117,597,0.0,634,33.93455979,-9.44578475,1,10,46,1012,0.0,1,6,1,2000.0,1,0,4,2,2,0,8,0,1
14502,150.0,261,899,851.0,309,29.76824646,-4.96354805,3,5,31,1878,430.0,1,8,1,1984.0,1,0,4,1,2,1,6,1,2
34918,0.0,245,774,842.0,1574,35.01940357,-6.05685783,0,18,56,991,680.0,1,6,0,1978.0,4,2,4,2,2,1,3,0,1
24092,0.0,273,1358,1191.0,1365,30.47062138,-3.89746482,3,5,30,1786,300.0,1,6,0,2010.0,5,1,4,6,2,1,7,0,4
58610,0.0,48,364,0.0,443,36.37261529,-6.71165003,8,2,76,590,0.0,1,6,1,2000.0,10,5,4,1,2,1,8,0,1
47995,0.0,280,574,1393.0,684,37.61434531,-3.20182321,5,6,95,1000,1.0,1,0,1,2007.0,1,0,0,1,2,1,8,0,1
14549,0.0,95,1358,0.0,1428,30.65376743,-2.66190017,4,4,89,1795,0.0,1,6,0,2000.0,2,1,4,2,2,1,7,0,4
73407,0.0,286,1023,1401.0,1088,35.05583201,-10.86808173,1,16,61,2017,60.0,2,6,1,2012.0,1,0,4,6,2,1,8,0,1
52834,0.0,144,272,1693.0,309,31.82137735,-8.309275900000001,2,15,112,1330,1260.0,1,6,0,1998.0,5,1,4,2,2,1,7,0,4
66135,0.0,53,124,323.0,309,36.51763985,-8.52111812,6,11,121,393,1.0,1,6,1,1996.0,1,0,4,2,2,0,6,1,1
52343,0.0,185,1467,0.0,1587,32.15850514,-3.64794218,3,17,9,1089,0.0,1,8,1,2000.0,6,3,4,6,2,0,7,0,6
72211,1000.0,24,441,1716.0,309,35.40909661,-8.11444974,6,3,24,305,70.0,1,6,1,2010.0,1,0,4,0,2,1,8,0,1
11255,50.0,194,461,1391.0,546,33.92423273,-1.77089602,4,9,82,119,150.0,2,2,1,2008.0,1,0,2,5,2,1,2,1,1
52108,0.0,332,209,461.0,269,34.68734556,-11.1472204,1,16,61,860,156.0,2,6,1,1992.0,1,0,4,6,2,0,8,0,2
72761,0.0,335,927,1848.0,1023,36.7722556,-3.14635479,0,0,65,1582,360.0,1,7,0,2008.0,1,0,4,6,2,2,5,1,1
19846,0.0,35,241,321.0,293,35.79474456,-8.79171267,6,11,35,1276,200.0,1,6,1,2002.0,1,0,4,2,2,2,6,1,1
6195,0.0,27,1474,114.0,1537,38.85856823,-6.78303759,8,14,29,1889,1.0,1,2,1,2010.0,4,2,0,2,2,2,6,1,1
4716,0.0,38,48,58.0,36,39.06359366,-7.210623200000001,8,14,69,100,200.0,1,6,0,2004.0,11,1,4,2,2,0,7,0,4
41890,30.0,280,1166,891.0,1210,36.97887476,-3.56252372,5,8,107,1171,200.0,1,10,1,2000.0,10,5,0,5,2,1,3,0,6
26954,20.0,304,364,959.0,309,36.84831333,-3.48974665,5,0,0,1571,200.0,1,6,1,1970.0,1,0,4,5,2,2,8,0,1
61539,0.0,32,217,63.0,277,39.06390873,-7.36520569,6,14,69,679,8000.0,1,6,0,2010.0,6,3,4,2,4,1,7,0,6
9760,0.0,279,364,1654.0,334,37.58630956,-3.18400056,5,6,95,2003,1.0,1,0,1,1975.0,1,0,0,1,2,1,8,0,1
72705,0.0,294,364,981.0,309,35.841219099999996,-3.95575696,0,8,2,1434,185.0,1,6,1,1974.0,1,0,4,2,2,1,8,0,1
28998,100.0,43,364,2152.0,233,33.99612913,-9.27176545,1,3,55,380,0.0,1,7,0,1989.0,1,0,4,1,2,1,8,0,1
70912,500.0,335,209,448.0,269,34.6175783,-10.53905815,1,16,61,858,90.0,1,6,1,2001.0,1,0,4,1,2,1,8,0,1
32933,0.0,123,710,0.0,517,33.17045359,-2.96365101,4,13,67,1227,0.0,2,6,1,2000.0,11,1,4,5,2,2,7,0,4
6791,4000.0,328,364,498.0,446,38.05576958,-4.37273295,5,6,100,1570,250.0,1,10,1,1967.0,1,0,4,0,2,1,6,1,2
24632,20.0,122,28,382.0,702,37.43837936,-6.30028886,8,11,83,1425,1.0,0,3,1,2009.0,10,5,0,5,4,1,3,0,1
11389,0.0,260,640,391.0,712,39.12647805,-10.83494303,7,12,57,898,63.0,1,6,1,2007.0,1,0,4,2,2,1,8,0,6
24568,0.0,185,1467,0.0,247,33.03522369,-4.10102759,0,19,93,1466,0.0,1,6,1,2000.0,5,1,4,0,4,2,7,0,4
50886,25.0,309,0,55.0,1,39.08928693,-6.64304486,8,1,38,95,176.0,1,6,0,2010.0,10,5,4,5,2,1,3,0,1
24248,500.0,94,302,1772.0,49,34.80440878,-9.032438,6,3,91,1388,55.0,1,8,1,2011.0,1,0,4,1,2,1,8,0,1
21750,50.0,47,13,-25.0,318,38.89736636,-6.43461205,8,14,3,971,60.0,1,0,1,2009.0,10,5,0,5,2,1,6,1,1
3567,0.0,261,313,398.0,374,38.68885735,-10.82164232,7,12,87,1199,88.0,1,6,1,1978.0,5,1,4,2,3,0,7,0,4
1072,0.0,56,209,0.0,269,33.31401109,-8.99282671,2,10,60,443,0.0,1,6,1,2000.0,1,0,4,3,2,1,6,1,1
73784,0.0,173,1100,0.0,309,31.882838300000003,-3.46745867,3,17,9,2005,0.0,2,8,1,2000.0,6,3,4,6,2,1,7,0,6
18518,0.0,71,1491,0.0,1651,34.04487321,-8.68856522,6,10,59,175,0.0,1,6,1,2000.0,10,5,4,1,1,1,3,0,1
50741,50.0,19,1415,79.0,200,39.12909183,-7.54169743,6,14,98,93,454.0,1,6,1,2005.0,4,2,4,5,2,2,8,0,2
1587,0.0,297,574,1036.0,684,37.65694517,-3.26446851,5,6,95,1170,1.0,1,0,1,2008.0,1,0,0,1,2,2,8,0,1
63121,50.0,267,1438,39.0,1559,40.13059724,-10.39143999,7,12,78,1964,220.0,1,8,1,2010.0,10,5,4,5,2,2,3,0,1
28247,0.0,47,364,317.0,309,36.263636299999995,-8.92606517,6,11,121,1888,1.0,0,11,1,1994.0,1,0,3,6,5,4,6,1,1
7811,8000.0,283,781,1475.0,906,35.28428745,-9.75886969,1,16,110,2048,0.0,1,6,1,1997.0,10,5,4,0,2,1,6,1,1
32086,200.0,23,73,2535.0,233,34.02168879,-9.13904667,1,3,55,770,0.0,1,6,0,2008.0,1,0,4,1,2,1,8,0,1
47575,0.0,45,238,278.0,309,36.01922934,-8.83152256,6,11,121,30,1000.0,1,11,1,1988.0,11,1,4,2,0,1,7,0,4
62252,1000.0,44,209,1904.0,309,35.14095807,-8.57220272,6,3,79,320,0.0,1,6,1,2000.0,11,1,4,0,2,1,1,0,4
8481,0.0,32,908,85.0,1638,38.37629374,-6.70844691,8,14,3,146,50.0,1,6,1,2000.0,5,1,4,2,2,1,7,0,4
21531,2000.0,61,238,125.0,309,37.85783687,-7.20857612,8,11,71,1426,300.0,1,6,1,1997.0,11,1,4,1,4,2,7,0,4
72674,100.0,32,238,379.0,309,36.86154365,-9.02243284,6,11,121,1144,800.0,1,6,1,1995.0,11,1,4,1,5,1,7,0,4
14929,0.0,17,993,131.0,1076,38.959039399999995,-7.18906408,8,14,39,613,1.0,1,3,0,2010.0,10,5,0,4,4,2,3,0,6
20704,30.0,257,364,236.0,333,38.74852845,-10.02087462,7,7,85,1243,450.0,1,6,0,1998.0,6,3,4,5,2,3,7,0,6
30839,0.0,268,1271,813.0,1316,36.90450011,-10.76568548,7,16,119,1531,1.0,0,6,0,2009.0,7,1,4,2,2,2,3,0,4
5598,0.0,308,729,1282.0,682,36.75830494,-3.4023795,5,0,0,1273,150.0,1,6,1,2011.0,1,0,4,2,2,1,8,0,2
18227,0.0,253,335,403.0,383,38.68010584,-10.74786311,7,12,57,1513,1.0,1,6,1,1975.0,6,3,4,6,2,0,7,0,6
20233,0.0,126,1231,0.0,1263,32.14419157,-2.40759957,4,13,101,98,0.0,1,6,1,2000.0,5,1,4,2,2,1,7,0,4
9868,0.0,50,209,1915.0,309,35.21336473,-8.55286901,6,3,79,1295,0.0,1,6,0,2000.0,11,1,4,2,2,1,7,0,4
60024,0.0,196,364,0.0,446,33.60763051,-4.26478233,0,19,19,1534,0.0,1,10,0,2000.0,10,5,4,2,2,1,0,1,2
49630,0.0,114,1429,0.0,1543,33.87442638,-9.43116216,1,10,46,389,0.0,1,6,1,2000.0,1,0,4,2,2,1,8,0,1
61114,100.0,46,1207,735.0,1286,36.761924,-7.31284679,6,11,36,733,150.0,1,6,1,2010.0,1,0,4,1,2,1,6,1,1
7261,0.0,189,364,0.0,446,33.15254955,-3.95469977,0,17,103,1936,0.0,1,6,1,2000.0,4,2,4,2,2,1,3,0,1
50440,200.0,19,171,2304.0,233,34.0573965,-9.1932885,1,3,55,770,0.0,1,6,0,2006.0,1,0,4,1,2,2,8,0,1
46540,0.0,60,1491,0.0,1651,34.7083733,-8.32765822,6,10,59,948,0.0,1,6,0,2000.0,1,0,4,0,2,3,6,1,1
55046,200.0,310,592,648.0,629,37.91254746,-4.50327435,5,6,100,273,210.0,1,10,1,2010.0,1,0,4,1,2,1,8,0,1
47799,0.0,69,1433,0.0,443,36.57642013,-6.48929513,8,2,76,674,0.0,1,6,1,2000.0,10,5,4,5,4,1,3,0,2
29079,0.0,263,507,298.0,572,38.94999014,-10.87048486,7,12,57,188,1.0,1,6,1,2007.0,2,1,4,6,4,1,3,0,4
25765,5000.0,269,209,578.0,269,37.172009,-10.87586563,7,16,119,1532,1.0,1,6,0,1998.0,11,1,4,0,2,1,3,0,4
68604,500.0,50,124,324.0,309,36.41326943,-8.65464188,6,11,121,425,300.0,1,9,1,2006.0,1,0,4,1,2,1,6,1,1
58197,20.0,267,1248,1737.0,1302,35.04111461,-4.138912,0,8,63,268,152.0,1,2,1,2008.0,2,1,2,5,2,1,3,0,4
20081,0.0,285,209,776.0,309,36.11709373,-10.88114572,7,16,86,843,60.0,1,6,1,2012.0,1,0,4,2,2,3,6,1,1
11695,0.0,250,1284,1336.0,1328,30.42063192,-5.59541844,3,15,75,1224,370.0,1,10,1,1983.0,6,3,0,2,2,1,3,0,4
22021,0.0,41,238,255.0,309,36.6678333,-8.12887712,6,11,35,900,250.0,1,11,1,1982.0,11,1,4,2,0,2,7,0,4
68509,0.0,318,431,1536.0,505,36.64925726,-3.32350777,5,0,0,682,150.0,1,6,1,2000.0,10,5,4,2,2,1,3,0,1
29320,1000.0,24,154,1928.0,225,35.68453685,-8.21996859,6,3,79,599,0.0,1,6,1,2000.0,10,5,4,0,2,1,8,0,1
17391,5.0,301,995,1466.0,338,35.66420384,-3.3783306000000004,0,0,27,1765,300.0,1,6,1,2000.0,1,0,4,5,0,1,6,1,2
1581,0.0,260,640,347.0,712,39.12147399,-10.85971858,7,12,57,898,200.0,1,6,1,2000.0,1,0,4,2,2,1,8,0,1
3352,0.0,129,364,17.0,309,39.07914573,-5.222137,5,20,116,1943,200.0,1,6,1,1989.0,6,3,4,2,2,1,7,0,6
47950,0.0,93,590,0.0,628,33.02022898,-9.30312505,1,10,62,1713,0.0,1,6,0,2000.0,5,1,4,3,2,1,7,0,4
38926,0.0,106,209,0.0,213,33.8995274,-9.57984241,1,10,46,823,0.0,1,6,1,2000.0,1,0,4,2,2,0,8,0,1
72645,0.0,249,1284,1219.0,1328,30.3561771,-5.5585961,3,15,75,1224,70.0,1,10,1,1981.0,6,3,0,2,2,1,1,0,4
6457,0.0,124,1390,668.0,1476,37.66365826,-6.85535244,8,11,72,1151,120.0,1,6,1,2010.0,1,0,4,3,2,1,6,1,1
14548,750.0,258,899,1138.0,974,29.97858864,-4.83915838,3,5,31,1098,450.0,1,10,1,1983.0,1,0,4,1,2,1,6,1,1
29375,0.0,268,1281,1350.0,1328,30.95867775,-2.86835956,3,5,30,1692,300.0,1,6,0,2007.0,2,1,4,6,5,2,3,0,4
26531,500.0,312,364,1797.0,309,36.61790665,-3.21041983,0,0,0,1734,150.0,1,6,1,1990.0,1,0,4,3,2,2,8,0,1
8738,200.0,125,414,1195.0,309,33.05623306,-1.8617366,4,13,120,140,350.0,1,11,1,1999.0,5,1,4,3,2,2,7,0,4
4907,500.0,28,1466,373.0,458,37.50789059,-6.26635194,8,11,83,275,1.0,1,6,1,2005.0,1,0,4,1,2,1,6,1,1
10649,0.0,275,314,-25.0,395,40.30542146,-10.3356005,7,12,77,2058,1000.0,1,11,1,1977.0,6,3,4,6,2,1,7,0,6
71138,100.0,261,993,-24.0,99,39.25745065,-8.49901987,7,7,37,1939,600.0,0,11,1,2010.0,10,5,0,5,4,1,3,0,2
42265,0.0,100,1392,0.0,1478,31.658940500000003,-2.51631954,4,4,12,1686,0.0,1,7,1,2000.0,6,3,4,4,3,2,7,0,6
47341,0.0,40,441,718.0,309,35.48200884,-7.36246693,6,3,24,438,800.0,0,6,1,1992.0,1,0,4,2,2,1,8,0,1
68128,0.0,196,1070,1542.0,1266,34.63845004,-1.79697158,4,9,102,1689,200.0,1,6,2,1978.0,9,4,4,2,2,1,8,0,4
55341,0.0,120,1491,0.0,1651,33.56431034,-9.25820392,1,10,99,884,0.0,1,6,2,2000.0,1,0,4,2,2,2,8,0,1
61084,0.0,175,886,0.0,309,34.06916477,-3.14021607,4,17,58,1323,0.0,1,8,0,2000.0,11,1,4,4,2,2,7,0,4
20383,0.0,74,1466,0.0,1575,37.09221349,-6.09286514,8,11,36,23,340.0,1,6,1,2010.0,1,0,4,2,2,1,5,1,1
17902,25.0,301,140,716.0,309,37.50641022,-3.47482892,5,6,73,485,150.0,1,9,1,2008.0,10,5,4,5,2,1,3,0,1
73882,0.0,97,414,0.0,309,31.11043648,-1.72495815,4,4,26,1654,0.0,1,7,1,2000.0,1,0,4,0,2,1,8,0,1
7769,1000.0,28,1331,2010.0,1363,34.44706341,-9.56184674,1,3,91,1104,11.0,1,6,0,2007.0,1,0,4,1,2,1,8,0,1
67414,0.0,261,1491,1538.0,1651,34.75372251,-5.00823996,0,18,108,1763,1.0,1,6,2,1980.0,6,3,4,6,5,0,7,0,6
67520,1000.0,277,1271,358.0,1316,37.32456641,-11.44984888,7,16,119,1159,1.0,1,6,0,2007.0,11,1,4,1,2,1,3,0,4
42980,0.0,214,246,0.0,334,33.01702535,-5.23615297,3,19,123,310,0.0,1,6,1,2000.0,4,2,4,5,2,1,3,0,1
38623,0.0,313,364,1367.0,235,36.93200032,-3.24222444,5,0,65,838,240.0,1,6,1,1978.0,1,0,4,6,2,1,8,0,1
23641,100.0,265,1226,1795.0,1238,31.60599719,-7.95776069,3,15,113,1120,1450.0,0,1,1,2011.0,1,0,1,5,2,1,6,1,1
54962,0.0,10,209,0.0,213,33.97300373,-9.48808587,1,10,46,919,0.0,1,6,1,2000.0,1,0,4,1,2,1,8,0,1
23005,5.0,318,139,1014.0,309,37.27447158,-3.30835097,5,6,73,690,30.0,1,9,1,2007.0,1,0,4,5,2,1,6,1,1
35344,0.0,49,238,280.0,309,36.30417102,-8.76601948,6,11,121,2000,1.0,1,11,1,2007.0,0,1,4,2,2,2,7,0,4
16922,0.0,308,688,1400.0,845,36.92390845,-3.15856957,0,6,105,1872,1.0,1,9,1,2008.0,1,0,4,1,2,1,8,0,1
22435,0.0,258,364,1407.0,309,30.70557607,-3.57274478,3,5,30,608,400.0,1,6,0,2011.0,5,1,4,6,2,1,7,0,4
55400,0.0,33,308,2003.0,1474,34.73768522,-9.40411966,6,3,91,2020,35.0,1,6,0,2002.0,1,0,4,2,2,1,8,0,1
39286,0.0,185,481,0.0,556,31.28131019,-5.66833043,3,19,122,1976,0.0,1,6,1,2000.0,5,1,4,2,2,0,7,0,4
32766,0.0,75,1491,0.0,1651,33.86024483,-8.67282213,6,10,59,2014,0.0,1,7,0,2000.0,1,0,4,2,2,3,6,1,1
17648,0.0,234,364,1493.0,309,36.66296842,-3.34155726,5,0,0,1413,150.0,1,6,1,2002.0,1,0,4,2,2,2,8,0,1
51833,30.0,70,236,0.0,292,37.33900686,-6.38320826,8,11,36,223,1000.0,1,6,1,1984.0,10,5,4,5,4,2,3,0,1
59852,0.0,252,1474,1767.0,1529,35.51210361,-3.78016151,0,8,63,1833,184.0,1,6,1,2009.0,5,1,4,2,2,1,7,0,4
66592,0.0,135,209,0.0,269,32.58217022,-9.03780728,2,10,62,1339,0.0,0,6,0,2000.0,6,3,4,3,2,1,3,0,6
67472,0.0,42,787,0.0,309,39.16763949,-4.7664712,5,20,68,1301,30.0,1,6,1,2009.0,10,5,4,2,4,2,4,2,1
41832,0.0,102,936,0.0,1425,30.82698163,-2.49633429,4,4,89,1807,0.0,1,6,0,2000.0,1,0,4,2,2,1,8,0,2
68296,20.0,43,1356,156.0,1129,37.73530598,-7.40437526,8,11,71,127,800.0,1,6,1,1969.0,4,2,4,5,5,4,6,1,1
41668,0.0,275,919,1229.0,1014,34.34907851,-1.63027435,4,9,102,107,40.0,2,1,2,2000.0,9,4,0,2,4,1,7,0,4
41315,0.0,245,899,1247.0,1129,30.91560026,-3.33023662,3,5,30,493,400.0,1,6,0,1993.0,1,0,4,6,2,2,8,0,2
14481,0.0,282,364,903.0,446,35.1695877,-10.79308742,7,16,61,632,60.0,2,6,1,2002.0,1,0,4,6,2,0,8,0,1
34637,2000.0,278,781,1001.0,309,35.45634747,-10.60266592,1,16,110,1055,0.0,1,6,1,2005.0,1,0,4,3,2,1,6,1,1
58769,10.0,307,344,1607.0,338,35.83961593,-3.26822637,0,0,27,1149,300.0,1,6,1,2009.0,1,0,4,5,2,3,6,1,1
23236,0.0,122,364,80.0,309,39.05750317,-4.98873525,5,20,116,937,120.0,1,6,1,2000.0,5,1,4,2,2,0,7,0,4
9567,0.0,187,277,0.0,315,33.20719866,-3.86047626,0,17,103,1936,0.0,1,6,1,2000.0,11,1,4,2,2,3,7,0,4
44204,0.0,294,364,1270.0,334,37.63139468,-3.12675292,5,6,95,1731,1.0,1,0,1,1974.0,1,0,0,2,2,1,8,0,1
2306,10.0,320,348,1651.0,153,37.16382047,-3.1868176,5,6,16,1074,45.0,1,9,1,1999.0,1,0,4,5,2,1,8,0,1
61985,0.0,318,1453,1962.0,52,35.27817233,-3.18815783,0,0,90,231,150.0,1,2,0,2011.0,1,0,2,2,2,3,5,1,1
56224,100.0,187,433,1209.0,475,34.09940572,-1.67006026,4,9,82,1685,250.0,1,6,0,1989.0,5,1,4,1,5,1,7,0,4
27373,0.0,74,1491,0.0,1651,33.83663123,-8.81609345,6,10,59,325,0.0,1,7,1,2000.0,1,0,4,1,2,3,6,1,1
8995,0.0,180,1108,0.0,309,32.63261171,-4.0496831,3,17,25,197,0.0,2,11,0,2000.0,6,3,4,6,2,2,7,0,6
32096,1000.0,25,1025,2173.0,1093,34.60608768,-9.59336407,1,3,91,1104,25.0,1,6,0,2000.0,1,0,4,0,2,1,8,0,1
54687,0.0,303,632,1170.0,735,37.09340642,-3.2221196,5,6,105,1874,1.0,1,9,1,2008.0,1,0,4,1,2,1,8,0,1
